url,epiweek,year
https://iris.who.int/bitstream/handle/10665/258984/OWE38-162292017.pdf?sequence=1,38,2017
https://iris.who.int/bitstream/handle/10665/258961/OEW37-91592017.pdf?sequence=1,37,2017
https://iris.who.int/bitstream/handle/10665/258922/OEW36-2892017.pdf?sequence=1,36,2017
https://iris.who.int/bitstream/handle/10665/258888/OEW35-268192017.pdf?sequence=1,35,2017
https://iris.who.int/bitstream/handle/10665/258794/OEW34-192582017.pdf?sequence=1,34,2017
https://iris.who.int/bitstream/handle/10665/258742/OEW33-121382017.pdf?sequence=1,33,2017
https://iris.who.int/bitstream/handle/10665/258718/OEW32-051182017.pdf?sequence=1,32,2017
https://iris.who.int/bitstream/handle/10665/258688/OEW31-2970482017.pdf?sequence=1,31,2017
https://iris.who.int/bitstream/handle/10665/258618/OEW30-222872017.pdf?sequence=1,30,2017
https://iris.who.int/bitstream/handle/10665/258537/OEW29-152172017.pdf?sequence=1,29,2017
https://iris.who.int/bitstream/handle/10665/255895/OEW28-81472017.pdf?sequence=1,28,2017
https://iris.who.int/bitstream/handle/10665/255856/OEW27-1772017.pdf?sequence=1,27,2017
https://iris.who.int/bitstream/handle/10665/255797/OEW26-243062017.pdf?sequence=1,26,2017
https://iris.who.int/bitstream/handle/10665/255766/OEW25-172362017.pdf?sequence=1,25,2017
https://iris.who.int/bitstream/handle/10665/255720/OEW24-101662017.pdf?sequence=1,24,2017
https://iris.who.int/bitstream/handle/10665/255653/OEW23-030962017.pdf?sequence=1,23,2017
https://iris.who.int/bitstream/handle/10665/255624/OEW22-270262017.pdf?sequence=1,22,2017
https://iris.who.int/bitstream/handle/10665/255579/OEW21-202652017.pdf?sequence=1,21,2017
https://iris.who.int/bitstream/handle/10665/255545/OEW20-131952017.pdf?sequence=1,20,2017
https://iris.who.int/bitstream/handle/10665/255407/OEW19-61252017.pdf?sequence=1,19,2017
https://iris.who.int/bitstream/handle/10665/255272/OEW18-294552017.pdf?sequence=1,18,2017
https://iris.who.int/bitstream/handle/10665/255298/OEW17-222842017.pdf?sequence=1,17,2017
https://iris.who.int/bitstream/handle/10665/255050/OEW16-152142017.pdf?sequence=1,16,2017
https://iris.who.int/bitstream/handle/10665/255032/AOE15-814417.pdf?sequence=1,15,2017
https://iris.who.int/bitstream/handle/10665/255024/OEW14-7417.pdf?sequence=1,14,2017
https://iris.who.int/bitstream/handle/10665/255025/OEW13-2531417.pdf?sequence=1,13,2017
https://iris.who.int/bitstream/handle/10665/255023/OEW12-24317.pdf?sequence=1,12,2017
https://iris.who.int/bitstream/handle/10665/255021/OEW11-17317.pdf?sequence=1,11,2017
https://iris.who.int/bitstream/handle/10665/255019/OEW10-410317.pdf?sequence=1,10,2017
